place,mobility,coefficient,p_val,period,wave,Significant (p<0.01)
peel,Global,0.01356765740797022,1.938189985525358e-4,7 Days after lockdown,Wave 1,Yes
toronto,Retail,0.008375715287012642,5.617669887269029e-5,7 Days after lockdown,Wave 1,Yes
toronto,Grocery,0.00748772066577774,1.2698892976657845e-4,7 Days after lockdown,Wave 1,Yes
toronto,Parks,-0.0021677943061745885,3.572177080618223e-4,7 Days after lockdown,Wave 1,Yes
toronto,Transit,0.009369387035402521,4.852438596570423e-6,7 Days after lockdown,Wave 1,Yes
toronto,Workplaces,0.0062263673049233826,2.119720070846988e-4,7 Days after lockdown,Wave 1,Yes
toronto,Residential,-0.011564250585927572,0.0030262111995125666,7 Days after lockdown,Wave 1,Yes
toronto,Global,0.0011437252601723198,0.6012374401910177,7 Days after lockdown,Wave 1,No
halton,Retail,0.009293665261449518,5.902093544465176e-4,7 Days after lockdown,Wave 1,Yes
halton,Grocery,0.00942825851782454,2.1851566403825718e-4,7 Days after lockdown,Wave 1,Yes
halton,Parks,4.47670642781556e-4,0.5843037351271592,7 Days after lockdown,Wave 1,No
halton,Transit,0.009643145560355441,9.280952818166926e-4,7 Days after lockdown,Wave 1,Yes
halton,Workplaces,0.007559649071483582,0.0010566697360337356,7 Days after lockdown,Wave 1,Yes
halton,Residential,-0.017134219718806364,0.0025413424045084474,7 Days after lockdown,Wave 1,Yes
halton,Global,0.007147843129054734,0.01206649866293886,7 Days after lockdown,Wave 1,No
york,Retail,0.011780506829007983,2.768539283397411e-8,7 Days after lockdown,Wave 1,Yes
york,Grocery,0.009726260274246426,3.0526486187850533e-7,7 Days after lockdown,Wave 1,Yes
york,Parks,-0.0014555299460881593,0.010253731845148953,7 Days after lockdown,Wave 1,No
york,Transit,0.011955543330108852,1.6293985756237176e-7,7 Days after lockdown,Wave 1,Yes
york,Workplaces,0.009899803709035065,2.898303588907896e-8,7 Days after lockdown,Wave 1,Yes
york,Residential,-0.020026873111285676,1.5118034281209735e-6,7 Days after lockdown,Wave 1,Yes
york,Global,0.0032230158180852923,0.15018348654539831,7 Days after lockdown,Wave 1,No
durham,Retail,0.010765340206874576,1.0292302640197553e-7,14 Days after lockdown,Wave 1,Yes
durham,Grocery,0.0077311605856334575,9.66629520604744e-4,14 Days after lockdown,Wave 1,Yes
durham,Parks,-5.811054195917875e-4,0.6447495885439221,14 Days after lockdown,Wave 1,No
durham,Transit,0.012444888233304467,4.5362527733599195e-12,14 Days after lockdown,Wave 1,Yes
durham,Workplaces,0.011561492992241434,2.2083183426150874e-11,14 Days after lockdown,Wave 1,Yes
durham,Residential,-0.027786993291180905,1.4888297326101562e-9,14 Days after lockdown,Wave 1,Yes
durham,Global,0.011610171355378932,2.95970708049172e-5,14 Days after lockdown,Wave 1,Yes
peel,Retail,0.018807855959551166,3.0304167805947276e-18,14 Days after lockdown,Wave 1,Yes
peel,Grocery,0.01354910029014773,2.3129301090123775e-7,14 Days after lockdown,Wave 1,Yes
peel,Parks,0.0022065301592396093,0.12750394272757526,14 Days after lockdown,Wave 1,No
peel,Transit,0.020538866552248104,1.5141875035707413e-33,14 Days after lockdown,Wave 1,Yes
peel,Workplaces,0.017095649201009387,4.3403344411461565e-19,14 Days after lockdown,Wave 1,Yes
peel,Residential,-0.036103095202193194,3.3426936919720205e-14,14 Days after lockdown,Wave 1,Yes
peel,Global,0.021374655763038906,7.100325265924796e-13,14 Days after lockdown,Wave 1,Yes
toronto,Retail,0.009966691034161054,8.90140665578504e-13,14 Days after lockdown,Wave 1,Yes
toronto,Grocery,0.008783135359371835,7.694780603056039e-7,14 Days after lockdown,Wave 1,Yes
toronto,Parks,-0.0012761013686802794,0.06523518883146762,14 Days after lockdown,Wave 1,No
toronto,Transit,0.009760216292790379,1.9328792476450938e-14,14 Days after lockdown,Wave 1,Yes
toronto,Workplaces,0.008466647468748839,1.793411492124618e-11,14 Days after lockdown,Wave 1,Yes
toronto,Residential,-0.017770962784352095,1.3854400941488938e-8,14 Days after lockdown,Wave 1,Yes
toronto,Global,0.0072596906538251755,1.4711371177858983e-4,14 Days after lockdown,Wave 1,Yes
halton,Retail,0.01566010754238886,2.359746052612278e-17,14 Days after lockdown,Wave 1,Yes
halton,Grocery,0.015134524499968317,2.379370978882607e-11,14 Days after lockdown,Wave 1,Yes
halton,Parks,0.0013500686622808496,0.15011534916044772,14 Days after lockdown,Wave 1,No
halton,Transit,0.014603402469526818,7.924297295476628e-17,14 Days after lockdown,Wave 1,Yes
halton,Workplaces,0.01285457596773314,2.4604307245914732e-14,14 Days after lockdown,Wave 1,Yes
halton,Residential,-0.03007500852028786,1.8942935303893757e-12,14 Days after lockdown,Wave 1,Yes
halton,Global,0.01575217480466005,2.061112113336957e-10,14 Days after lockdown,Wave 1,Yes
york,Retail,0.011641491448098737,5.270490336091881e-14,14 Days after lockdown,Wave 1,Yes
york,Grocery,0.008766606768976214,1.4780629799296919e-6,14 Days after lockdown,Wave 1,Yes
york,Parks,-0.0010061740596236065,0.12165790813501622,14 Days after lockdown,Wave 1,No
york,Transit,0.011974557643473393,9.460407311382757e-15,14 Days after lockdown,Wave 1,Yes
york,Workplaces,0.010168855277673555,2.586561983014508e-14,14 Days after lockdown,Wave 1,Yes
york,Residential,-0.022112248479153322,1.4729785337939013e-11,14 Days after lockdown,Wave 1,Yes
york,Global,0.008258902803956601,1.2092877435922605e-4,14 Days after lockdown,Wave 1,Yes
durham,Retail,0.0011772762254552535,0.6896260366611191,Lockdown,Wave 2,No
durham,Grocery,-1.419743696106389e-4,0.9362687989344347,Lockdown,Wave 2,No
durham,Parks,8.682437097257248e-4,0.4469350619073952,Lockdown,Wave 2,No
durham,Transit,0.005925517908330643,0.17883180896597756,Lockdown,Wave 2,No
durham,Workplaces,-0.0030537856775422925,0.045989831520094476,Lockdown,Wave 2,No
durham,Residential,0.005030504042698757,0.3015433315642034,Lockdown,Wave 2,No
durham,Global,1.735058798533549e-5,0.9960737362534149,Lockdown,Wave 2,No
peel,Retail,0.0034822757722524273,0.03943346462265329,Lockdown,Wave 2,No
peel,Grocery,0.0021062210284076917,0.06959341341097038,Lockdown,Wave 2,No
peel,Parks,0.0021373745135477643,0.0019115064565256305,Lockdown,Wave 2,Yes
peel,Transit,0.011666290725499889,0.003930827180930612,Lockdown,Wave 2,Yes
peel,Workplaces,-6.988419953186003e-4,0.4071761938234386,Lockdown,Wave 2,No
peel,Residential,2.3760539661809985e-4,0.9194690989627203,Lockdown,Wave 2,No
peel,Global,0.004718147461778072,0.019541272895279495,Lockdown,Wave 2,No
toronto,Retail,0.0013172038023767424,0.5474755604922862,Lockdown,Wave 2,No
toronto,Grocery,2.5814621590262825e-4,0.8545228753943775,Lockdown,Wave 2,No
toronto,Parks,0.0017765255647135172,0.005684097123014357,Lockdown,Wave 2,Yes
toronto,Transit,0.0020253754655956673,0.4277719485564947,Lockdown,Wave 2,No
toronto,Workplaces,-4.247409235818224e-4,0.6296964363422117,Lockdown,Wave 2,No
toronto,Residential,-2.3969097540664692e-4,0.9213623584720032,Lockdown,Wave 2,No
toronto,Global,0.002822699861050757,0.15577770248456901,Lockdown,Wave 2,No
halton,Retail,-4.5256044380254974e-4,0.8417948675920974,Lockdown,Wave 2,No
halton,Grocery,-3.036181852239149e-4,0.7869844559893335,Lockdown,Wave 2,No
halton,Parks,7.464698445325605e-4,0.0743878797903488,Lockdown,Wave 2,No
halton,Transit,-2.3349356208520397e-4,0.9240822513185282,Lockdown,Wave 2,No
halton,Workplaces,-0.001736814776587503,0.06543410872605519,Lockdown,Wave 2,No
halton,Residential,0.002026250812873067,0.462798213819405,Lockdown,Wave 2,No
halton,Global,0.001133754715068179,0.5239644831042609,Lockdown,Wave 2,No
york,Retail,0.002399399924895658,0.3069716926310762,Lockdown,Wave 2,No
york,Grocery,0.0015636732615706833,0.21179644578107662,Lockdown,Wave 2,No
york,Parks,6.26681842889352e-4,0.1108179216002815,Lockdown,Wave 2,No
york,Transit,-0.004855094598091095,0.13020191664986408,Lockdown,Wave 2,No
york,Workplaces,-0.002078947789007991,0.03235981091226208,Lockdown,Wave 2,No
york,Residential,0.0021442150077293047,0.43890371493638236,Lockdown,Wave 2,No
york,Global,0.0016196453813294143,0.35996831820102426,Lockdown,Wave 2,No
durham,Retail,0.004923879280614575,1.0472839877874567e-4,7 Days after lockdown,Wave 2,Yes
durham,Grocery,0.002862091093343158,0.003996107145973042,7 Days after lockdown,Wave 2,Yes
durham,Parks,7.703136353898008e-4,0.5275098948459186,7 Days after lockdown,Wave 2,No
durham,Transit,0.008626616874748408,2.6938556333257706e-5,7 Days after lockdown,Wave 2,Yes
durham,Workplaces,-5.68810965472416e-4,0.6903400131693006,7 Days after lockdown,Wave 2,No
durham,Residential,-0.005924223667192055,0.19660436911206572,7 Days after lockdown,Wave 2,No
durham,Global,0.006196489140056683,0.00522668452078654,7 Days after lockdown,Wave 2,Yes
peel,Retail,0.003223797934893432,0.018126240866536886,7 Days after lockdown,Wave 2,No
peel,Grocery,0.0019793667125535077,0.016444477163273737,7 Days after lockdown,Wave 2,No
peel,Parks,7.350105775759876e-4,0.3448648146425749,7 Days after lockdown,Wave 2,No
peel,Transit,0.004617818065606204,0.14025315731060561,7 Days after lockdown,Wave 2,No
peel,Workplaces,-6.277133204631316e-4,0.42506755342631297,7 Days after lockdown,Wave 2,No
peel,Residential,-1.7354669207161503e-4,0.938159642611867,7 Days after lockdown,Wave 2,No
peel,Global,0.0030427051478613748,0.10478001351040332,7 Days after lockdown,Wave 2,No
toronto,Retail,0.002575571137108475,0.1609516912457781,7 Days after lockdown,Wave 2,No
toronto,Grocery,0.0012358056610593082,0.23398687173554567,7 Days after lockdown,Wave 2,No
toronto,Parks,5.064727590043739e-4,0.48237151210232865,7 Days after lockdown,Wave 2,No
toronto,Transit,0.0024238967711389097,0.3233889587812083,7 Days after lockdown,Wave 2,No
toronto,Workplaces,-3.5508830072304313e-4,0.6735199169090644,7 Days after lockdown,Wave 2,No
toronto,Residential,-0.0010590561331510946,0.6563695101844802,7 Days after lockdown,Wave 2,No
toronto,Global,0.001720467426387564,0.3891037027901427,7 Days after lockdown,Wave 2,No
halton,Retail,0.003638798435409187,5.292347162456281e-6,7 Days after lockdown,Wave 2,Yes
halton,Grocery,0.0020901465036423064,0.0013417240933229178,7 Days after lockdown,Wave 2,Yes
halton,Parks,3.9767941178864654e-4,0.3897645127181766,7 Days after lockdown,Wave 2,No
halton,Transit,0.005161988063677188,2.252362769767858e-6,7 Days after lockdown,Wave 2,Yes
halton,Workplaces,3.852099154878263e-4,0.6683792556695126,7 Days after lockdown,Wave 2,No
halton,Residential,-0.004041996767212592,0.12689190486968394,7 Days after lockdown,Wave 2,No
halton,Global,0.004179400144003656,8.327198742441457e-4,7 Days after lockdown,Wave 2,Yes
york,Retail,0.005163658314745877,5.577030308642787e-4,7 Days after lockdown,Wave 2,Yes
york,Grocery,0.0024359141813774837,0.0030828970053221995,7 Days after lockdown,Wave 2,Yes
york,Parks,3.4652909669483117e-4,0.4422867257447647,7 Days after lockdown,Wave 2,No
york,Transit,0.005145692055431395,0.059327710920509924,7 Days after lockdown,Wave 2,No
york,Workplaces,-2.921052489661373e-4,0.7546886955346086,7 Days after lockdown,Wave 2,No
york,Residential,-0.0024055290955733552,0.3655581852807759,7 Days after lockdown,Wave 2,No
york,Global,0.0039293812834579524,0.02757703036570714,7 Days after lockdown,Wave 2,No
durham,Retail,0.005678883171819508,4.645793317015564e-8,14 Days after lockdown,Wave 2,Yes
durham,Grocery,0.003326736171325941,3.593346484327404e-4,14 Days after lockdown,Wave 2,Yes
durham,Parks,3.859246108378533e-4,0.7599594787414103,14 Days after lockdown,Wave 2,No
durham,Transit,0.008923429545291267,2.836360314699154e-8,14 Days after lockdown,Wave 2,Yes
durham,Workplaces,0.003787310416664768,0.003863047944466981,14 Days after lockdown,Wave 2,Yes
durham,Residential,-0.01479289008894969,4.327782973183694e-4,14 Days after lockdown,Wave 2,Yes
durham,Global,0.008778515827351561,6.301999277388612e-6,14 Days after lockdown,Wave 2,Yes
peel,Retail,0.003932751144521279,0.003027081470731332,14 Days after lockdown,Wave 2,Yes
peel,Grocery,0.0017451148784742689,0.033920887073686325,14 Days after lockdown,Wave 2,No
peel,Parks,6.510844883497962e-4,0.4355675273253501,14 Days after lockdown,Wave 2,No
peel,Transit,0.006331382339542646,0.025415986231508616,14 Days after lockdown,Wave 2,No
peel,Workplaces,7.930980783376397e-4,0.3094227388742925,14 Days after lockdown,Wave 2,No
peel,Residential,-0.003177368958840629,0.15564690429896857,14 Days after lockdown,Wave 2,No
peel,Global,0.004306209895334142,0.022869893272300098,14 Days after lockdown,Wave 2,No
toronto,Retail,0.007347616512695265,1.8614043960884386e-5,14 Days after lockdown,Wave 2,Yes
toronto,Grocery,0.003253443564594391,0.0011443831521930157,14 Days after lockdown,Wave 2,Yes
toronto,Parks,8.816040019924789e-4,0.2507048381146664,14 Days after lockdown,Wave 2,No
toronto,Transit,0.008771462899690942,9.254883784459093e-5,14 Days after lockdown,Wave 2,Yes
toronto,Workplaces,0.0010924116852306426,0.19250306705477652,14 Days after lockdown,Wave 2,No
toronto,Residential,-0.004122290334521111,0.08190753199627401,14 Days after lockdown,Wave 2,No
toronto,Global,0.006492436517801092,0.0011401394569948804,14 Days after lockdown,Wave 2,Yes
halton,Retail,0.002714718885378878,1.2456054000619854e-4,14 Days after lockdown,Wave 2,Yes
halton,Grocery,0.001276074303248685,0.04916938837772056,14 Days after lockdown,Wave 2,No
halton,Parks,-3.784719254808905e-4,0.41500378419525785,14 Days after lockdown,Wave 2,No
halton,Transit,0.003799423134718783,3.6761864041722654e-5,14 Days after lockdown,Wave 2,Yes
halton,Workplaces,0.0017961918881868695,0.035152739298287716,14 Days after lockdown,Wave 2,No
halton,Residential,-0.005205076348808776,0.0427929281691565,14 Days after lockdown,Wave 2,No
halton,Global,0.003008406874457773,0.01426773833317059,14 Days after lockdown,Wave 2,No
york,Retail,0.005575735499337554,8.074799249495818e-6,14 Days after lockdown,Wave 2,Yes
york,Grocery,0.002096826275743043,0.010132204339673764,14 Days after lockdown,Wave 2,No
york,Parks,-6.82719358211889e-4,0.17046002815078912,14 Days after lockdown,Wave 2,No
york,Transit,0.009409317607150065,1.2116124739775442e-5,14 Days after lockdown,Wave 2,Yes
york,Workplaces,0.0019266494880141951,0.034453378820598735,14 Days after lockdown,Wave 2,No
york,Residential,-0.0057162949569010335,0.030420006120472607,14 Days after lockdown,Wave 2,No
york,Global,0.0036700814396526346,0.043149194798049365,14 Days after lockdown,Wave 2,No
